,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,actual_totrms_abvgrd,g_gr_area,total_sf
199,448.0,528166060.0,20.0,RL,103.0,13472.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2003.0,2003.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56.0,Unf,0.0,2336.0,2392.0,GasA,Ex,Y,SBrkr,2392.0,0.0,0.0,2392.0,0.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,2003.0,Fin,3.0,968.0,TA,TA,Y,248.0,105.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2009.0,WD ,386250,10.0,3360.0,4784.0
200,2287.0,923228200.0,180.0,RM,0.0,1533.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4.0,5.0,1970.0,1970.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,503.0,Unf,0.0,27.0,530.0,GasA,TA,Y,SBrkr,530.0,462.0,0.0,992.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,None,BuiltIn,1970.0,Fin,1.0,297.0,TA,TA,Y,112.0,97.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2007.0,WD ,106500,5.0,1289.0,1060.0
201,524.0,528477050.0,60.0,FV,85.0,11003.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,765.0,Unf,0.0,252.0,1017.0,GasA,Ex,Y,SBrkr,1026.0,981.0,0.0,2007.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,10.0,Typ,1.0,Ex,Attchd,2008.0,Fin,3.0,812.0,TA,TA,Y,168.0,52.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4.0,2009.0,WD ,310000,12.0,2819.0,2043.0
202,1767.0,528348030.0,60.0,RL,83.0,10790.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,275.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1066.0,1066.0,GasA,Ex,Y,SBrkr,1108.0,1277.0,0.0,2385.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,BuiltIn,1998.0,Fin,3.0,600.0,TA,TA,Y,120.0,38.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5.0,2007.0,WD ,252000,10.0,2985.0,2174.0
203,2206.0,909254130.0,75.0,RL,53.0,7128.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7.0,5.0,1941.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364.0,Unf,0.0,554.0,918.0,GasA,Gd,Y,SBrkr,918.0,728.0,0.0,1646.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,2.0,Gd,Detchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,126.0,0.0,None,MnPrv,None,0.0,8.0,2007.0,WD ,164000,9.0,1886.0,1836.0
204,1740.0,528222080.0,60.0,RL,64.0,7713.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,None,Attchd,2007.0,Fin,2.0,400.0,TA,TA,Y,100.0,24.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2007.0,New,177594,9.0,1856.0,1456.0
205,199.0,903232190.0,50.0,RM,52.0,6240.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1936.0,1980.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,276.0,Unf,0.0,252.0,528.0,GasA,Gd,Y,SBrkr,548.0,492.0,0.0,1040.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,None,Detchd,1979.0,Fin,2.0,624.0,TA,TA,P,306.0,0.0,32.0,0.0,0.0,0.0,None,None,None,0.0,5.0,2010.0,WD ,123900,6.0,1664.0,1076.0
206,2214.0,909275310.0,70.0,RL,86.0,22420.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6.0,6.0,1918.0,1950.0,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370.0,1254.0,0.0,2624.0,1.0,0.0,2.0,1.0,4.0,1.0,TA,10.0,Typ,1.0,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,11.0,2007.0,WD ,239000,12.0,3488.0,2740.0
207,323.0,923201020.0,20.0,RL,85.0,15300.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,5.0,1965.0,1977.0,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,42.0,Unf,0.0,1026.0,1068.0,GasA,TA,Y,SBrkr,1264.0,0.0,0.0,1264.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2010.0,WD ,169000,8.0,1792.0,2332.0
208,2421.0,528228325.0,120.0,RL,0.0,3196.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1374.0,1374.0,GasA,Ex,Y,SBrkr,1557.0,0.0,0.0,1557.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,143.0,20.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10.0,2006.0,WD ,234000,9.0,1977.0,2931.0
209,952.0,914475030.0,85.0,RL,72.0,9360.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6.0,7.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,841.0,LwQ,116.0,0.0,957.0,GasA,TA,Y,SBrkr,1287.0,0.0,0.0,1287.0,1.0,0.0,1.0,1.0,2.0,1.0,TA,5.0,Typ,2.0,Fa,Attchd,1977.0,RFn,2.0,541.0,TA,TA,Y,302.0,39.0,0.0,0.0,120.0,0.0,None,GdWo,None,0.0,11.0,2009.0,WD ,173000,6.0,1828.0,2244.0
210,24.0,527402200.0,20.0,RL,0.0,11241.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1970.0,1970.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578.0,Unf,0.0,426.0,1004.0,GasA,Ex,Y,SBrkr,1004.0,0.0,0.0,1004.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1970.0,Fin,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,Shed,700.0,3.0,2010.0,WD ,149000,6.0,1484.0,2008.0
211,1139.0,531376070.0,20.0,RL,81.0,9260.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1162.0,1162.0,GasA,Ex,Y,SBrkr,1162.0,0.0,0.0,1162.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,2007.0,Fin,2.0,483.0,TA,TA,Y,0.0,32.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2008.0,WD ,170000,8.0,1645.0,2324.0
212,518.0,528458020.0,20.0,FV,90.0,7993.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2008.0,2009.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,Ex,Y,SBrkr,1436.0,0.0,0.0,1436.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,2008.0,Fin,2.0,529.0,TA,TA,Y,0.0,121.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10.0,2009.0,New,225000,8.0,1965.0,2872.0
213,1390.0,905201020.0,20.0,RL,94.0,9239.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,8.0,1963.0,2003.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,634.0,Unf,0.0,326.0,960.0,GasA,Ex,Y,SBrkr,960.0,0.0,0.0,960.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,1963.0,Fin,1.0,300.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5.0,2008.0,WD ,144900,7.0,1260.0,1920.0
214,277.0,908102170.0,20.0,RL,60.0,10044.0,Pave,None,IR1,Low,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1968.0,1968.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,TA,Y,SBrkr,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,None,Attchd,1968.0,RFn,1.0,336.0,TA,TA,Y,257.0,0.0,168.0,0.0,0.0,0.0,None,MnPrv,None,0.0,6.0,2010.0,WD ,144000,7.0,1532.0,2392.0
215,54.0,528228440.0,120.0,RL,43.0,3182.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,Ex,Y,SBrkr,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,2004.0,Fin,2.0,430.0,TA,TA,Y,146.0,20.0,0.0,0.0,144.0,0.0,None,None,None,0.0,4.0,2010.0,WD ,192000,8.0,1699.0,2525.0
216,649.0,535353040.0,20.0,RL,60.0,7626.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,8.0,1952.0,2005.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,Gd,Y,SBrkr,1031.0,0.0,0.0,1031.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,None,Attchd,1952.0,Unf,1.0,230.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,3.0,2009.0,WD ,145500,6.0,1261.0,2062.0
217,2600.0,535377100.0,50.0,RL,60.0,7008.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4.0,8.0,1900.0,1998.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Ex,Y,SBrkr,448.0,272.0,0.0,720.0,0.0,0.0,1.0,0.0,1.0,1.0,Fa,5.0,Typ,0.0,None,Attchd,1900.0,Unf,1.0,280.0,Fa,TA,Y,0.0,0.0,70.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2006.0,WD ,86900,6.0,1000.0,896.0
218,617.0,534475185.0,20.0,RL,128.0,12160.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6.0,4.0,1953.0,1953.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024.0,Unf,0.0,481.0,1505.0,GasA,Ex,Y,SBrkr,1505.0,0.0,0.0,1505.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1953.0,RFn,2.0,505.0,TA,TA,Y,0.0,0.0,0.0,162.0,0.0,0.0,None,None,None,0.0,2.0,2009.0,WD ,149500,7.0,2010.0,3010.0
219,2209.0,909256120.0,30.0,RL,50.0,6305.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5.0,7.0,1938.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,0.0,Unf,0.0,920.0,920.0,GasA,Ex,Y,SBrkr,954.0,0.0,0.0,954.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Typ,1.0,Gd,Basment,1938.0,Unf,1.0,240.0,Fa,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,6.0,2007.0,WD ,119750,6.0,1194.0,1874.0
220,2814.0,907418020.0,60.0,RL,68.0,8846.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,750.0,750.0,GasA,Ex,Y,SBrkr,750.0,750.0,0.0,1500.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,0.0,35.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8.0,2006.0,New,173900,8.0,2064.0,1500.0
221,2542.0,534275010.0,20.0,RL,0.0,10659.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1961.0,1961.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,915.0,Unf,0.0,135.0,1050.0,GasA,TA,Y,SBrkr,1050.0,0.0,0.0,1050.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,None,Attchd,1961.0,Unf,1.0,368.0,TA,TA,Y,0.0,319.0,0.0,0.0,0.0,0.0,None,None,None,0.0,1.0,2006.0,COD,136500,7.0,1418.0,2100.0
222,2323.0,527146135.0,160.0,RL,68.0,13108.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8.0,5.0,1994.0,1994.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,2062.0,2062.0,GasA,Ex,Y,SBrkr,2079.0,608.0,0.0,2687.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,0.0,None,Attchd,1994.0,Fin,2.0,618.0,TA,TA,Y,168.0,12.0,0.0,0.0,0.0,0.0,None,None,None,0.0,12.0,2006.0,WD ,270000,11.0,3305.0,4141.0
223,1393.0,905202230.0,20.0,RL,0.0,13500.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6.0,7.0,1960.0,1975.0,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.0,ALQ,1080.0,93.0,1602.0,GasA,Gd,Y,SBrkr,1252.0,0.0,0.0,1252.0,1.0,0.0,1.0,0.0,1.0,1.0,TA,4.0,Typ,1.0,Gd,Attchd,1960.0,RFn,2.0,564.0,TA,TA,Y,409.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2008.0,WD ,235000,5.0,1816.0,2854.0
224,490.0,528290190.0,80.0,RL,62.0,7750.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,1999.0,2000.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774.0,656.0,0.0,1430.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,1999.0,RFn,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2009.0,WD ,156000,9.0,1830.0,1158.0
225,542.0,531375130.0,20.0,RL,60.0,12450.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114.0,0.0,0.0,1114.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,None,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0.0,42.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2009.0,WD ,153000,8.0,1690.0,2228.0
226,973.0,923203190.0,120.0,RM,0.0,4500.0,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6.0,5.0,1999.0,1999.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883.0,Unf,0.0,341.0,1224.0,GasA,Ex,Y,SBrkr,1224.0,0.0,0.0,1224.0,1.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,None,Attchd,1999.0,Fin,2.0,402.0,TA,TA,Y,0.0,304.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2009.0,WD ,165000,7.0,1626.0,2448.0
227,1012.0,527212050.0,60.0,RL,77.0,11198.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9.0,5.0,2005.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,1122.0,GasA,Ex,Y,SBrkr,1134.0,1370.0,0.0,2504.0,0.0,0.0,2.0,1.0,4.0,1.0,Ex,11.0,Typ,1.0,Gd,BuiltIn,2005.0,Fin,3.0,656.0,TA,TA,Y,144.0,39.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2008.0,WD ,325000,13.0,3160.0,2256.0
228,2218.0,909281020.0,190.0,RL,79.0,6221.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5.0,5.0,1941.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,533.0,Unf,0.0,195.0,728.0,GasA,Ex,Y,SBrkr,760.0,595.0,0.0,1355.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,None,Detchd,1966.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,144.0,0.0,None,MnPrv,None,0.0,10.0,2007.0,WD ,140000,7.0,1883.0,1488.0
229,2033.0,903453080.0,80.0,RM,120.0,13200.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6.0,6.0,1963.0,1963.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,TA,TA,CBlock,TA,TA,No,BLQ,375.0,Unf,0.0,366.0,741.0,GasA,Fa,Y,SBrkr,1497.0,797.0,0.0,2294.0,0.0,0.0,3.0,0.0,5.0,1.0,TA,9.0,Typ,1.0,Gd,Attchd,1963.0,Unf,2.0,658.0,TA,TA,Y,0.0,110.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4.0,2007.0,WD ,202500,12.0,2952.0,2238.0
230,1071.0,528180140.0,120.0,RL,65.0,8769.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9.0,5.0,2008.0,2008.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540.0,Unf,0.0,162.0,1702.0,GasA,Ex,Y,SBrkr,1702.0,0.0,0.0,1702.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,7.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,1052.0,TA,TA,Y,0.0,72.0,0.0,0.0,224.0,0.0,None,None,None,0.0,10.0,2008.0,New,367294,8.0,2754.0,3404.0
231,1583.0,916403230.0,80.0,RL,85.0,10200.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6.0,5.0,1988.0,1989.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0.0,678.0,1461.0,GasA,Ex,Y,SBrkr,1509.0,0.0,0.0,1509.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,5.0,Typ,1.0,Fa,Attchd,1988.0,RFn,2.0,600.0,TA,TA,Y,224.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8.0,2008.0,WD ,175000,7.0,2109.0,2970.0
232,2858.0,909275230.0,70.0,RL,60.0,9550.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7.0,5.0,1915.0,1970.0,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0.0,540.0,756.0,GasA,Gd,Y,SBrkr,961.0,756.0,0.0,1717.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1998.0,Unf,3.0,642.0,TA,TA,Y,0.0,35.0,272.0,0.0,0.0,0.0,None,None,None,0.0,2.0,2006.0,WD ,140000,8.0,2359.0,1717.0
233,2265.0,916403040.0,20.0,RL,42.0,10331.0,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7.0,7.0,1985.0,1985.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,215.0,BLQ,80.0,970.0,1265.0,GasA,Gd,Y,SBrkr,1240.0,0.0,0.0,1240.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,1985.0,Unf,2.0,528.0,TA,TA,Y,232.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2007.0,WD ,174000,8.0,1768.0,2505.0
234,1088.0,528235180.0,80.0,RL,59.0,9587.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,201.0,856.0,GasA,Ex,Y,SBrkr,1166.0,0.0,0.0,1166.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,None,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,212.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2008.0,WD ,190000,7.0,1566.0,2022.0
235,698.0,902105060.0,70.0,RM,90.0,9900.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.0,8.0,1910.0,2002.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Ex,Y,SBrkr,764.0,700.0,0.0,1464.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,0.0,176.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2009.0,WD ,129000,9.0,1464.0,1268.0
236,1896.0,534425015.0,20.0,RL,0.0,22002.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1959.0,1991.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0.0,206.0,1592.0,GasA,Gd,Y,SBrkr,1652.0,0.0,0.0,1652.0,1.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1959.0,RFn,2.0,510.0,TA,TA,Y,0.0,0.0,0.0,0.0,201.0,0.0,None,None,None,0.0,7.0,2007.0,WD ,200000,7.0,2162.0,3244.0
